column1      ordemproduto column2 column3                                  penultimo                 resultado_1 ultimo                    resultado_2 
BDSicoob3025 800          1250    CONSISTÊNCIAS DE INTEGRIDADE CAPTAÇÃO    2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 800          1255    REL. SALDO CONTABIL FAIXA DE VENCIMENTO  2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 800          1275    BACKUP BD INCORPORACAO                   2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 800          1300    ATUALIZAR DATA                           2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 800          1350    BONIFICAÇÃO DE CPMF                      2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 800          1400    ATUALIZAÇÃO MONETÁRIA DE SALDOS APLICADO 2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 800          1500    RELATÓRIO - AVISOS PRÉVIOS DE RESGATE    2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 800          1525    DESBLOQUEIO DE APLICAÇÕES NO VENCIMENTO  2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 800          1550    RELATÓRIO - APLICAÇÕES BLOQUEADAS        2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 800          1575    ATUALIZAR SALDOS ATIVOS LCA              2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 800          1600    RESGATE NORMAL NO VENCIMENTO             2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 800          1625    REAPLICAÇÃO DE VALORES BLOQUEADOS        2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 800          1650    VENCIMENTO RDC FERIADO                   2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 800          1700    RESGATE COM AVISO PRÉVIO                 2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 800          1750    EXECUTAR RESGATE INTELIGENTE             2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 800          1775    ATUALIZAÇÃO DE SALDOS UAI                2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 800          1800    CONSISTÊNCIAS DE INTEGRIDADE CAPTAÇÃO    2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 800          2000    SINALIZAR TÉRMINO DO FECH CAPTAÇÃO       2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 800          2200    BACKUP BD APÓS O FECHAMENTO              2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 815          1       BACKUP BD ANTES DO FECHAMENTO            2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 815          100     ENVIO DOCUMENTOS CUSTODIADOS             2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 815          200     ENVIO SOLIC. DESCONTO GARANTIA CUSTODIA  2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 815          399     LIQUIDACAO CUSTODIA SIMPLES CENTRAL      2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 815          400     LIQUID. MANUAL SINGULAR DOC. CUSTODIADOS 2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 815          500     LIQUIDACAO DOC.DESCONTO CUSTODIA CENTRAL 2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 815          600     LIQUID.OPER.GARANTIA CUSTODIA CENTRAL    2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 815          8000    BACKUP BD APÓS O FECHAMENTO              2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 820          999     RECLASS. NIVEL RISCO CLIENTE SisBr/CRI   2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 820          1010    IMPORTAR ARQUIVOS CNAB CEDENTE           2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 820          1020    PROCESSAR ARQUIVOS CNAB CEDENTE          2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 820          1030    IMPORTAR ARQUIVOS CNAB400 VIA CEDENTE    2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 820          1040    PROCESSAR ARQUIVOS CNAB400 VIA CEDENTE   2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 820          1100    TRANSFERIR PR COOPERATIVAS PARA BANCOOB  2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 820          1150    RECALCULAR LIMITE PARA COOPERATIVA       2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 820          1200    CANCELAR LIMITES PARA AS COOPERATIVAS    2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 820          1300    ATUALIZAR SITUACAO DOS LIMITES           2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 850          1       BACKUP BD ANTES DO FECHAMENTO            2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 850          40      EXPORTAR CONTRATOS FILHOTES - INTRANET   2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 850          60      GERAR LOTE LIQUIDACAO CONCOMITANTE       2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 850          80      RELATORIOS DE CRITICA DO MOVIMENTO       2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 850          100     ATUALIZACAO DE DATAS                     2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 850          105     ATUALIZA DATA DE TRANSF. NÍVEL H - PRC   2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 850          125     CONTABILIZACAO PASSIVO COOPERATIVA       2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 850          149     FECHAMENTO ESTORNO DE PAGAMENTO          2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 850          150     ATUALIZA SALDO DEVEDOR CONTABIL ANTERIOR 2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 850          170     FECHAMENTO DA CONVERSAO DO FUNCAFE       2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 850          181     DEB. COND. SALDO - PROCESSAMENTO NOITE   2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 850          200     ALTERACAO DE DADOS CADASTRAIS            2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 850          300     FECHAMENTO DE PRORROGACAO                2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 850          400     FECHAMENTO DE PROTESTO                   2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 850          500     FECHAMENTO DE ENTRADAS                   2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 850          502     APROP. DE RENDAS DIÁRIA BNDES - PRÉ      2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 850          503     FECH. VENCIMENTO PRE-FIXADO BNDES        2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 850          504     FECH. DE VENCIMENTO POS-FIXADO BNDES     2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 850          505     FECHAMENTO DE ENTRADA PED. LIB. BNDES    2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 850          510     FECHAMENTO EXPOSICAO LIMITES SDO DEVEDOR 2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 850          530     ATUALIZAR CONTRATOS MAE BAIXADO ACERTO C 2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 850          550     GRAVACAO DO HIST. DO LANCAMENTOONLINE    2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 850          575     BAIXA DE CONTRATOS PARA PREJUÍZO         2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 850          600     FECHAMENTO DE LIQUIDACOES                2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 850          615     MARCAR PROC LIQ CONCOMITANTE             2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 850          630     DEFINE CURSO DA OPERACAO                 2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 850          640     PRORROGACAO DE LIBERACAO                 2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 850          650     FECHAMENTO LIBS E VCTOS RETROATIVOS      2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 850          701     FECHAMENTO DA CORRECAO MONETARIA         2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 850          720     FECHAMENTO DE ENCARGOS DE ATRASO         2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 850          800     FECHAMENTO DE LIBERACAO DE PARCELAS      2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 850          810     FECHAMENTO DAS LIBERAÇÕES BNDES          2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 850          820     DIFERIMENTO DE RENDAS - BNDES            2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 850          830     RENDAS A APROPRIAR - BNDES               2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 850          900     FECHAMENTO DE TRATAR PROTESTO            2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 850          920     FECHAMENTO DAS GARANTIAS                 2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 850          930     APROP. DE RENDAS DIÁRIA BNDES - PRÉ      2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 850          980     COMPLEMENTO DE RENDAS A REALIZAR         2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 850          1000    COMPLEMENTO DE ATUALIZACAO               2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 850          1010    AVISO DE VENCIMENTO                      2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 850          1050    APROP. FIM DE MÊS BNDES                  2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 850          1051    APROPRIAÇÃO 1º DIA DO MÊS TJLP<=6        2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 850          1053    BNDES GRAVACAO VALORES JUROS RESIDUAIS   2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 850          1055    FECHAMENTO DA REPACTUAÇÃO                2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 850          1055    FECHAMENTO DO CALCULO DO IOF - ADICIONAL 2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 850          1058    FECHAMENTO NOVO DIFERIMENTO RENDAS       2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 850          1060    FECHAMENTO DO DIFERIMENTO DE RENDAS      2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 850          1061    DIFERIMENTO RENDAS FCO                   2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 850          1063    APROPRIAÇÃO DIÁRIA FCO                   2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 850          1065    LIQUIDAÇÃO DO DIA FCO                    2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 850          1070    FECHAMENTO CALCULO SALDO DEVEDOR         2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 850          1071    FECHAMENTO CALCULO SALDO PARCELA         2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 850          1075    FECHAMENTO MENSAL SEGURO PRESTAMISTA     2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 850          1076    FECHAMENTO MENSAL SEGURO PREST. CLIENTE  2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 850          1077    ATUALIZAR OPERAÇÕES SEGURADAS            2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 850          1083    SICOR - PREPARA CONTRATOS PARA ENVIO     2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 850          1085    ATUALIZA DATA TRANSF. NÍVEL H - BANCOOB  2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 850          1090    ATUALIZACAO TABELA SALDO CONTRATO        2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 850          1091    FECHAMENTO SENSIBILIZACAO DE LIMITES     2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 850          1092    FECHAMENTO CALCULO SALDO MEDIO SICOR     2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 850          1093    FECHAMENTO SENSIBILIZACAO CLS - CRU      2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 850          1094    CRU - CONCILIACAO CONTABIL OP CREDITO    2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 850          1095    FECHAMENTO DO FUNCAFE - SALDO ATUAL      2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 850          1097    REPLICACAO DE OPERACOES MAE/FILHOTE      2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 850          1099    FECHAMENTO GRAVACAO VAL. APROP. DIARIA   2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 850          1100    FECHAMENTO DE GRAVACAO DE VALORES        2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 850          1150    GERAR LANCAMENTOS CONTABEIS              2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 850          1190    GERA INFORMACOES ACUMULADAS              2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 850          1193    GERAR INCONSISTENCIA SEGURO PRESTAMISTA  2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 850          1194    INTEGRACAO CONTA CORRENTE                2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 850          1195    ENVIAR PARCELAS CONSITENTES SEGURADAS    2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 850          1196    ATUALIZACAO GARANTIAS VINCULADAS         2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 850          1197    ATUALIZAR BASE OPERACOES EQUALIZAVEIS    2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 850          1198    GRAVAR IOF CONSOLIDADO                   2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 850          1250    ATUALIZAÇÃO DOS LIMITES OPERACIONAIS     2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob3025 850          1270    GERA SALDO INTERVENIENCIA                2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
